run_id,strategy,seed,stall_width_m,aisle_width_m,ped_density_per_m,suv_probability,suv_present,pedestrian_count,pedestrian_speed_mps,total_cycle_time_s,reaction_time_s,gear_shifts,los_blocked,creep_activated,max_blind_exit_speed_mps,min_pedestrian_distance_m,proximity_warning,required_braking_mps2,critical_conflict,collision
7887,reverse,42,2.7,6.3672,0.11975,0.65213,False,0,,18.3579,0.6577,2,False,False,1.2,,False,2.295,False,False
7888,forward,42,2.7,6.6176,0.07307,0.32165,True,1,1.1378,17.542,0.6651,1,True,True,0.5,0.7389,False,0.6375,False,False
7889,reverse,42,2.7,5.7769,0.16175,0.76034,False,1,1.2828,17.9685,0.704,2,False,False,1.2,2.5683,True,3.3408,True,False
7890,forward,42,2.7,6.3354,0.06391,0.68855,False,1,1.2537,15.4621,0.7606,1,False,False,1.2,1.9215,False,2.015,False,False
7891,reverse,42,2.7,6.8783,0.15434,0.10338,False,2,1.1252,18.7376,0.66,2,False,False,1.2,2.4184,False,2.2802,False,False
7892,forward,42,2.7,6.8116,0.16311,0.1173,False,0,,15.9372,0.9396,1,False,False,1.2,,True,0.6324,False,False
7893,reverse,42,2.7,6.7691,0.18944,0.14101,False,1,1.5499,18.9399,0.9429,2,False,False,1.2,2.2036,True,0.6147,False,False
7894,forward,42,2.7,6.7813,0.16393,0.13793,False,0,,15.4896,0.5109,1,False,False,1.2,,False,2.6068,False,False
7895,reverse,42,2.7,5.929,0.28312,0.78599,True,4,1.5262,18.237,0.8602,2,False,False,1.2,1.8808,True,5.4891,True,False
7896,forward,42,2.7,5.7777,0.17972,0.108,False,0,,15.1147,0.7599,1,False,False,1.2,,False,1.8279,False,False
7897,reverse,42,2.7,6.0033,0.26914,0.64658,True,2,1.0644,18.1656,0.734,2,False,False,1.2,2.8381,False,2.7306,False,False
7898,forward,42,2.7,6.6574,0.1676,0.216,False,1,1.5939,15.6747,0.773,1,False,False,1.2,2.6176,False,2.2858,False,False
7899,reverse,42,2.7,6.4282,0.25697,0.74354,True,1,1.1213,18.4815,0.7362,2,False,False,1.2,2.2936,True,2.5763,False,False
7900,forward,42,2.7,6.5385,0.20832,0.43992,False,2,1.6806,15.6261,0.7983,1,False,False,1.2,1.7792,False,1.355,False,False
7901,reverse,42,2.7,6.4139,0.12405,0.30086,False,1,1.3012,18.7908,1.0561,2,False,False,1.2,3.6739,True,0.6756,False,False
7902,forward,42,2.7,5.6109,0.27718,0.0697,False,0,,15.1371,0.886,1,False,False,1.2,,True,4.8031,True,False
7903,reverse,42,2.7,6.918,0.07993,0.21433,False,0,,19.1811,1.0742,2,False,False,1.2,,True,0.1227,False,False
7904,forward,42,2.7,6.6871,0.16437,0.78923,True,1,1.1409,17.8436,0.9235,1,True,True,0.5,1.2905,False,3.6118,True,False
7905,reverse,42,2.7,6.9451,0.13529,0.46493,False,1,1.6387,18.7753,0.6484,2,False,False,1.2,2.0304,False,2.1543,False,False
7906,forward,42,2.7,6.6488,0.27296,0.60049,False,0,,15.627,0.7307,1,False,False,1.2,,True,2.1181,False,False
7907,reverse,42,2.7,6.1926,0.22848,0.62149,True,1,1.3123,18.0273,0.4559,2,False,False,1.2,1.9308,False,0.6429,False,False
7908,forward,42,2.7,5.9239,0.11089,0.30226,True,0,,17.4018,0.9561,1,True,True,0.5,,False,0.2778,False,False
7909,reverse,42,2.7,7.0389,0.09136,0.35724,False,2,1.199,18.7831,0.587,2,False,False,1.2,2.2249,False,2.0755,False,False
7910,forward,42,2.7,5.9015,0.18312,0.24981,True,1,1.7501,17.2866,0.8548,1,True,True,0.5,1.5463,True,1.5498,False,False
7911,reverse,42,2.7,6.2352,0.07232,0.04276,False,2,1.4266,18.3615,0.7586,2,False,False,1.2,3.1721,False,2.5514,False,False
7912,forward,42,2.7,5.6492,0.28387,0.65099,True,0,,17.0175,0.7425,1,True,True,0.5,,True,5.2391,True,False
7913,reverse,42,2.7,6.9595,0.07274,0.14058,False,2,1.6656,18.9699,0.8324,2,False,False,1.2,2.9905,False,2.3132,False,False
7914,forward,42,2.7,5.9423,0.08017,0.51245,False,0,,15.131,0.6739,1,False,False,1.2,,False,2.0512,False,False
7915,reverse,42,2.7,6.206,0.23274,0.25519,True,3,1.349,18.3732,0.7919,2,False,False,1.2,2.4685,True,1.993,False,False
7916,forward,42,2.7,5.8613,0.13103,0.62425,True,2,1.2135,17.0917,0.6849,1,True,True,0.5,2.0216,True,1.7569,False,False
7917,reverse,42,2.7,5.7624,0.2882,0.43949,False,1,1.7778,17.984,0.7302,2,False,False,1.2,1.2306,False,3.1492,True,False
7918,forward,42,2.7,6.8327,0.053,0.49632,True,0,,17.9492,0.9385,1,True,True,0.5,,True,1.0791,False,False
7919,reverse,42,2.7,6.3835,0.07585,0.55814,True,1,1.7274,18.5093,0.797,2,False,False,1.2,2.5498,False,1.6244,False,False
7920,forward,42,2.7,6.0883,0.23579,0.5903,True,0,,17.2148,0.6669,1,True,True,0.5,,True,0.4087,False,False
7921,reverse,42,2.7,6.7794,0.11521,0.00667,False,1,1.6103,18.8445,0.84,2,False,False,1.2,2.6946,False,1.6338,False,False
7922,forward,42,2.7,6.3032,0.2082,0.45287,True,0,,17.5258,0.8443,1,True,True,0.5,,True,0.7469,False,False
7923,reverse,42,2.7,5.9814,0.2471,0.38451,False,1,1.6945,18.0887,0.6733,2,False,False,1.2,2.2313,True,0.767,False,False
7924,forward,42,2.7,6.006,0.05633,0.3552,False,0,,15.201,0.7043,1,False,False,1.2,,False,1.2786,False,False
7925,reverse,42,2.7,6.6114,0.20763,0.75229,True,2,1.1913,18.7232,0.8427,2,False,False,1.2,0.8433,True,2.3161,False,False
7926,forward,42,2.7,6.2251,0.14642,0.47859,False,0,,15.3535,0.7206,1,False,False,1.2,,True,0.186,False,False
7927,reverse,42,2.7,7.1333,0.08644,0.72215,False,0,,19.0015,0.7357,2,False,False,1.2,,False,0.4315,False,False
7928,forward,42,2.7,7.1859,0.21778,0.30609,False,3,1.268,15.7463,0.5161,1,False,False,1.2,2.2606,False,0.0033,False,False
7929,reverse,42,2.7,7.151,0.29709,0.41259,False,3,1.4494,19.2867,1.0078,2,False,False,1.2,2.9472,False,4.2085,True,False
7930,forward,42,2.7,6.7187,0.12926,0.41845,True,2,1.6173,17.7168,0.777,1,True,True,0.5,2.1383,False,0.9782,False,False
7931,reverse,42,2.7,6.4825,0.13402,0.69596,True,1,1.5039,18.6891,0.9037,2,False,False,1.2,2.1374,True,0.2393,False,False
7932,forward,42,2.7,6.2546,0.12607,0.40071,False,1,1.2585,15.2934,0.6421,1,False,False,1.2,1.3727,True,0.0692,False,False
7933,reverse,42,2.7,6.8691,0.1577,0.7637,True,5,0.838,18.6301,0.5594,2,False,False,1.2,1.848,False,0.7416,False,False
7934,forward,42,2.7,7.1568,0.12918,0.7172,False,1,1.4586,16.0336,0.8214,1,False,False,1.2,1.277,False,0.9792,False,False
7935,reverse,42,2.7,6.6172,0.17604,0.72211,True,2,1.412,18.7141,0.8292,2,False,False,1.2,1.1886,True,2.5252,False,False
7936,forward,42,2.7,6.3659,0.08945,0.6508,True,1,1.1869,17.5759,0.8554,1,True,True,0.5,0.4733,True,1.9606,False,False
7937,reverse,42,2.7,6.9937,0.15177,0.61235,True,0,,18.9533,0.7906,2,False,False,1.2,,False,3.1512,True,False
7938,forward,42,2.7,7.0638,0.06299,0.70714,True,0,,18.0325,0.8781,1,True,True,0.5,,False,1.0168,False,False
7939,reverse,42,2.7,5.8777,0.27382,0.61577,True,0,,18.2685,0.9296,2,False,False,1.2,,False,0.385,False,False
7940,forward,42,2.7,6.7532,0.09183,0.35834,False,0,,15.7659,0.8046,1,False,False,1.2,,False,1.6039,False,False
7941,reverse,42,2.7,6.7961,0.17144,0.59802,True,1,1.3722,18.7753,0.7584,2,False,False,1.2,3.1458,True,0.76,False,False
7942,forward,42,2.7,6.2173,0.1707,0.05401,False,0,,15.5647,0.9366,1,False,False,1.2,,False,4.4294,True,False
7943,reverse,42,2.7,7.1876,0.11058,0.49923,False,0,,18.6387,0.3328,2,False,False,1.2,,False,2.8715,False,False
7944,forward,42,2.7,6.0129,0.28882,0.06866,False,2,1.3965,15.2567,0.7556,1,False,False,1.2,2.1837,True,0.1281,False,False
7945,reverse,42,2.7,7.0711,0.098,0.66076,False,1,1.3786,19.0967,0.8768,2,False,False,1.2,2.5148,True,1.949,False,False
7946,forward,42,2.7,6.9204,0.17245,0.08948,True,2,1.1054,17.7334,0.6682,1,True,True,0.5,1.3531,True,2.389,False,False
7947,reverse,42,2.7,5.7706,0.2582,0.23733,False,0,,17.9756,0.7157,2,False,False,1.2,,False,0.3479,False,False
7948,forward,42,2.7,6.1402,0.12643,0.15622,False,0,,15.2316,0.6515,1,False,False,1.2,,False,1.0197,False,False
7949,reverse,42,2.7,7.1974,0.23132,0.45576,True,2,1.2309,18.9757,0.6626,2,False,False,1.2,2.7737,True,1.4508,False,False
7950,forward,42,2.7,6.9386,0.22722,0.73259,True,1,1.5303,17.6473,0.5709,1,True,True,0.5,1.6253,True,1.6439,False,False
7951,reverse,42,2.7,7.0031,0.06304,0.77154,True,1,1.2189,18.7883,0.6186,2,False,False,1.2,1.6152,False,0.5712,False,False
7952,forward,42,2.7,6.5471,0.14572,0.19684,True,2,1.2308,17.8566,1.0234,1,True,True,0.5,2.0087,True,1.3044,False,False
7953,reverse,42,2.7,7.0461,0.15408,0.04229,False,0,,18.9879,0.7865,2,False,False,1.2,,False,1.6063,False,False
7954,forward,42,2.7,5.5842,0.25056,0.79743,True,0,,17.0294,0.7949,1,True,True,0.5,,True,4.0258,True,True
7955,reverse,42,2.7,7.1457,0.157,0.70779,True,2,1.4984,18.9756,0.7006,2,False,False,1.2,2.4222,False,1.1539,False,False
7956,forward,42,2.7,6.5762,0.21133,0.10682,False,2,1.1948,15.4569,0.6058,1,False,False,1.2,1.2113,False,4.6669,True,False
7957,reverse,42,2.7,6.6704,0.08323,0.02698,False,1,1.4932,18.7465,0.8224,2,False,False,1.2,1.8615,True,2.3191,False,False
7958,forward,42,2.7,7.1405,0.20259,0.66417,True,3,1.1492,18.0706,0.8686,1,True,True,0.5,1.8748,False,0.6125,False,False
7959,reverse,42,2.7,5.7052,0.28109,0.32162,False,2,1.4109,17.7726,0.5611,2,False,False,1.2,3.2843,False,1.033,False,False
7960,forward,42,2.7,5.9043,0.14105,0.442,False,1,1.6889,15.1251,0.6916,1,False,False,1.2,2.7231,False,2.9328,False,False
7961,reverse,42,2.7,5.5506,0.15585,0.54715,False,1,1.464,17.7855,0.6881,2,False,False,1.2,1.7777,False,1.9157,False,False
7962,forward,42,2.7,6.2417,0.06004,0.6357,False,1,1.7759,15.2315,0.5882,1,False,False,1.2,1.6651,False,1.7298,False,False
7963,reverse,42,2.7,6.5351,0.27385,0.39523,True,2,1.4681,18.5977,0.7735,2,False,False,1.2,2.0673,True,1.1364,False,False
7964,forward,42,2.7,6.6548,0.23134,0.39959,False,0,,15.7897,0.8896,1,False,False,1.2,,False,5.3169,True,False
7965,reverse,42,2.7,6.8785,0.09948,0.00531,False,1,1.2154,18.752,0.6743,2,False,False,1.2,2.6926,False,1.6573,False,False
7966,forward,42,2.7,5.5714,0.11745,0.38518,True,0,,16.7579,0.5314,1,True,True,0.5,,False,1.3265,False,False
7967,reverse,42,2.7,5.5347,0.10193,0.40688,False,0,,17.8749,0.7892,2,False,False,1.2,,False,0.5215,False,False
7968,forward,42,2.7,5.5997,0.09655,0.04209,False,2,1.3449,14.9353,0.6911,1,False,False,1.2,0.6034,True,1.3918,False,False
7969,reverse,42,2.7,6.4842,0.27688,0.04557,False,1,1.2707,18.5275,0.7409,2,False,False,1.2,2.5623,False,2.9534,False,False
7970,forward,42,2.7,6.104,0.21596,0.70378,True,0,,17.1309,0.5732,1,True,True,0.5,,False,0.9028,False,False
7971,reverse,42,2.7,5.8582,0.21124,0.06701,False,1,1.2071,18.1887,0.8642,2,False,False,1.2,2.7061,False,2.3833,False,False
7972,forward,42,2.7,6.5816,0.10071,0.55391,True,1,1.5486,17.7387,0.8841,1,True,True,0.5,0.4436,False,0.8404,False,False
7973,reverse,42,2.7,7.0144,0.25555,0.53899,True,3,1.5231,19.1398,0.9618,2,False,False,1.2,2.1691,False,4.2969,True,False
7974,forward,42,2.7,6.373,0.08025,0.02453,False,2,1.3649,15.2849,0.56,1,False,False,1.2,1.5438,False,1.9604,False,False
7975,reverse,42,2.7,6.397,0.13489,0.78974,True,1,1.4952,18.4831,0.7608,2,False,False,1.2,3.0777,True,0.5507,False,False
7976,forward,42,2.7,6.282,0.12429,0.36447,False,1,1.4582,15.4038,0.7355,1,False,False,1.2,2.6993,False,2.5037,False,False
7977,reverse,42,2.7,6.9748,0.10115,0.17005,False,0,,19.3052,1.1564,2,False,False,1.2,,False,0.9394,False,False
7978,forward,42,2.7,6.2167,0.12821,0.17655,False,1,1.7337,15.2826,0.6549,1,False,False,1.2,1.1787,False,0.6571,False,False
7979,reverse,42,2.7,6.7361,0.24306,0.4451,False,2,1.6196,18.3666,0.394,2,False,False,1.2,2.5906,False,2.6362,False,False
7980,forward,42,2.7,6.2013,0.26749,0.28095,False,0,,15.3444,0.7263,1,False,False,1.2,,False,0.2195,False,False
7981,reverse,42,2.7,6.8718,0.24609,0.00298,False,2,1.6882,18.7639,0.6911,2,False,False,1.2,1.8694,True,1.9309,False,False
7982,forward,42,2.7,6.9882,0.08374,0.41405,True,0,,17.8491,0.7418,1,True,True,0.5,,False,2.8112,False,False
7983,reverse,42,2.7,6.4987,0.17231,0.06504,False,0,,18.5712,0.7739,2,False,False,1.2,,True,2.8438,False,False
7984,forward,42,2.7,5.8169,0.10927,0.50431,False,2,1.2223,15.2104,0.8312,1,False,False,1.2,2.604,False,1.5606,False,False
7985,reverse,42,2.7,7.0623,0.20791,0.2197,False,2,1.197,19.2011,0.9877,2,False,False,1.2,2.7668,True,0.4686,False,False
7986,forward,42,2.7,5.6089,0.26907,0.03017,False,2,1.4557,15.0803,0.8304,1,False,False,1.2,2.2278,False,0.1748,False,False
7987,reverse,42,2.7,5.8466,0.08195,0.61649,False,0,,18.1872,0.8712,2,False,False,1.2,,False,1.1595,False,False
7988,forward,42,2.7,5.5634,0.06532,0.04025,False,0,,14.9677,0.7461,1,False,False,1.2,,True,2.0212,False,False
7989,reverse,42,2.7,5.5491,0.08226,0.15901,True,0,,17.8534,0.7571,2,False,False,1.2,,False,2.2397,False,False
7990,forward,42,2.7,6.3562,0.21058,0.02111,False,1,1.7058,15.4932,0.7788,1,False,False,1.2,1.8031,False,1.8522,False,False
7991,reverse,42,2.7,5.8602,0.17786,0.34583,False,0,,18.2093,0.8833,2,False,False,1.2,,False,1.6873,False,False
7992,forward,42,2.7,6.8872,0.24702,0.21254,False,1,1.4141,15.7803,0.7357,1,False,False,1.2,2.1836,True,1.1658,False,False
7993,reverse,42,2.7,6.2136,0.28595,0.33091,True,5,1.5846,18.2612,0.6744,2,False,False,1.2,2.7403,True,0.7095,False,False
7994,forward,42,2.7,5.9151,0.15997,0.3086,False,0,,15.0864,0.6461,1,False,False,1.2,,True,0.956,False,False
7995,reverse,42,2.7,6.4828,0.11857,0.69841,True,1,1.3566,18.4392,0.6536,2,False,False,1.2,1.7271,True,0.7562,False,False
7996,forward,42,2.7,6.8519,0.11205,0.66881,True,0,,17.6058,0.5832,1,True,True,0.5,,False,2.0251,False,False
7997,reverse,42,2.7,6.4537,0.09044,0.48983,True,2,1.3603,18.3157,0.5516,2,False,False,1.2,2.0218,False,2.378,False,False
7998,forward,42,2.7,7.0091,0.23822,0.42855,True,5,1.2904,17.7135,0.5932,1,True,True,0.5,1.5331,False,4.1232,True,False
7999,reverse,42,2.7,6.0706,0.06725,0.6075,True,0,,18.4032,0.9219,2,False,False,1.2,,False,0.555,False,True
8000,forward,42,2.7,5.6541,0.11674,0.44337,False,0,,15.2991,1.0212,1,False,False,1.2,,False,2.524,False,False
8001,reverse,42,2.7,6.0983,0.26411,0.20934,False,1,1.639,18.4298,0.928,2,False,False,1.2,0.8084,False,4.7852,True,False
8002,forward,42,2.7,6.3801,0.05373,0.49084,False,1,1.5694,15.3395,0.6102,1,False,False,1.2,1.8887,True,2.1668,False,False
8003,reverse,42,2.7,6.6347,0.14068,0.21205,True,1,1.7472,18.6036,0.7059,2,False,False,1.2,2.05,True,4.6045,True,False
8004,forward,42,2.7,6.2235,0.06736,0.274,False,2,1.5896,15.5602,0.9282,1,False,False,1.2,1.7224,False,0.5639,False,False
8005,reverse,42,2.7,6.229,0.14095,0.09732,False,1,1.4523,18.3888,0.7905,2,False,False,1.2,1.6654,False,1.4522,False,False
8006,forward,42,2.7,6.6207,0.2627,0.78074,True,2,1.6725,17.5298,0.6509,1,True,True,0.5,0.0,False,0.2339,False,False
8007,reverse,42,2.7,6.4844,0.11635,0.70113,True,0,,18.6011,0.8144,2,False,False,1.2,,True,2.1649,False,False
8008,forward,42,2.7,5.8803,0.10664,0.04485,False,0,,15.1069,0.6883,1,False,False,1.2,,False,1.1786,False,False
8009,reverse,42,2.7,5.5046,0.23086,0.39144,True,2,1.7148,17.9152,0.8517,2,False,False,1.2,2.7355,True,2.0245,False,False
8010,forward,42,2.7,7.0586,0.06365,0.58062,False,1,1.2488,15.9554,0.8043,1,False,False,1.2,3.1438,True,2.3868,False,False
8011,reverse,42,2.7,6.8201,0.08623,0.2855,False,0,,18.8679,0.8333,2,False,False,1.2,,True,2.4944,False,False
8012,forward,42,2.7,6.5563,0.20678,0.40792,True,3,1.1535,17.5594,0.7206,1,True,True,0.5,0.6893,True,5.1194,True,False
8013,reverse,42,2.7,7.0959,0.13224,0.05896,False,0,,18.8978,0.6597,2,False,False,1.2,,False,1.9001,False,False
8014,forward,42,2.7,6.718,0.29098,0.47884,False,0,,15.6956,0.7562,1,False,False,1.2,,True,2.3065,False,False
8015,reverse,42,2.7,6.8372,0.0953,0.58472,True,0,,18.7353,0.6881,2,False,False,1.2,,False,0.8329,False,False
8016,forward,42,2.7,6.8147,0.12822,0.1154,True,0,,17.4756,0.4761,1,True,True,0.5,,True,0.1949,False,False
8017,reverse,42,2.7,5.8602,0.27325,0.46444,False,1,1.5357,18.0243,0.6983,2,False,False,1.2,1.2678,False,5.1078,True,False
8018,forward,42,2.7,6.6643,0.18915,0.17932,False,2,1.2167,15.569,0.663,1,False,False,1.2,3.0198,True,1.9545,False,False
8019,reverse,42,2.7,5.637,0.18043,0.72453,True,0,,18.0865,0.9253,2,False,False,1.2,,True,2.1341,False,False
8020,forward,42,2.7,6.3818,0.07844,0.58546,True,0,,17.523,0.7927,1,True,True,0.5,,False,0.7771,False,False
8021,reverse,42,2.7,6.9255,0.11543,0.35585,False,1,1.676,18.9302,0.8178,2,False,False,1.2,3.2969,False,0.1625,False,False
8022,forward,42,2.7,6.7694,0.07736,0.33354,False,1,1.3498,15.749,0.7777,1,False,False,1.2,1.976,False,2.3657,False,False
8023,reverse,42,2.7,6.6882,0.20749,0.14089,False,0,,18.6122,0.675,2,False,False,1.2,,True,2.2726,False,False
8024,forward,42,2.7,6.9061,0.05722,0.24596,False,1,1.3062,15.7425,0.6862,1,False,False,1.2,2.257,True,2.3505,False,False
8025,reverse,42,2.7,5.9181,0.24519,0.22376,False,2,1.3284,18.1702,0.8015,2,False,False,1.2,1.6159,True,2.7897,False,False
8026,forward,42,2.7,6.6613,0.11739,0.06545,False,0,,15.7219,0.8178,1,False,False,1.2,,False,0.3346,False,False
8027,reverse,42,2.7,6.8206,0.23398,0.54813,True,1,1.2759,18.9111,0.8762,2,False,False,1.2,1.8574,False,0.5636,False,False
8028,forward,42,2.7,5.5962,0.2814,0.30581,False,3,1.5415,15.034,0.792,1,False,False,1.2,2.1995,False,4.9075,True,False
8029,reverse,42,2.7,6.0158,0.29995,0.6248,False,0,,18.051,0.6102,2,False,False,1.2,,False,3.8501,True,False
8030,forward,42,2.7,7.1836,0.09693,0.46389,True,0,,18.1758,0.9471,1,True,True,0.5,,True,3.3993,True,False
8031,reverse,42,2.7,7.1611,0.16063,0.33545,False,2,0.9335,19.1108,0.8245,2,False,False,1.2,1.5325,False,1.2835,False,False
8032,forward,42,2.7,5.7428,0.14892,0.49056,False,1,1.4204,15.0049,0.6718,1,False,False,1.2,2.3162,False,0.5654,False,False
8033,reverse,42,2.7,5.6182,0.16488,0.5233,False,3,1.527,17.9657,0.8183,2,False,False,1.2,2.0209,True,1.9502,False,False
8034,forward,42,2.7,5.6009,0.14128,0.23026,False,0,,14.9466,0.7016,1,False,False,1.2,,False,0.5823,False,False
8035,reverse,42,2.7,6.7797,0.26257,0.38512,False,3,1.3385,18.7887,0.7839,2,False,False,1.2,1.1787,True,1.2498,False,False
8036,forward,42,2.7,6.4775,0.09907,0.07272,False,0,,15.6147,0.8249,1,False,False,1.2,,True,2.6688,False,False
8037,reverse,42,2.7,6.5508,0.17246,0.37778,False,1,1.0461,18.9007,1.065,2,False,False,1.2,1.0229,False,0.2893,False,False
8038,forward,42,2.7,6.6817,0.07262,0.32604,False,0,,15.3092,0.3924,1,False,False,1.2,,False,1.903,False,False
8039,reverse,42,2.7,6.156,0.21612,0.51778,True,1,1.7529,18.5431,0.9987,2,False,False,1.2,2.1357,True,0.0769,False,False
8040,forward,42,2.7,7.082,0.09,0.2802,False,1,1.3346,15.6422,0.4765,1,False,False,1.2,1.4422,True,0.6353,False,False
8041,reverse,42,2.7,6.8658,0.18215,0.76704,True,0,,18.701,0.6327,2,False,False,1.2,,False,3.5181,True,False
8042,forward,42,2.7,6.8003,0.25383,0.16135,False,2,1.5107,15.8158,0.8253,1,False,False,1.2,2.8402,True,0.9699,False,False
8043,reverse,42,2.7,6.6676,0.17226,0.04161,False,0,,18.8276,0.9056,2,False,False,1.2,,True,0.1781,False,False
8044,forward,42,2.7,6.0263,0.27095,0.42281,False,4,1.1593,15.1621,0.6528,1,False,False,1.2,2.5066,False,1.8237,False,False
8045,reverse,42,2.7,6.7434,0.10642,0.37974,False,0,,18.787,0.8091,2,False,False,1.2,,False,2.6499,False,False
8046,forward,42,2.7,7.1538,0.13372,0.00118,False,1,1.2531,16.0132,0.8029,1,False,False,1.2,2.5457,False,2.258,False,False
8047,reverse,42,2.7,5.5506,0.23854,0.38495,False,1,1.4052,17.9908,0.8933,2,False,False,1.2,1.9499,False,0.259,False,False
8048,forward,42,2.7,6.7596,0.14795,0.03488,False,1,1.562,15.7066,0.7414,1,False,False,1.2,2.4133,False,0.0681,False,False
8049,reverse,42,2.7,6.6238,0.07672,0.24578,False,1,1.1838,18.6657,0.7761,2,False,False,1.2,0.6028,True,0.7053,False,False
8050,forward,42,2.7,6.926,0.129,0.51904,False,1,1.4885,15.9038,0.8351,1,False,False,1.2,2.3215,False,1.6883,False,False
8051,reverse,42,2.7,5.6004,0.26212,0.61138,True,2,1.6381,17.9452,0.811,2,False,False,1.2,1.742,False,1.3442,False,False
8052,forward,42,2.7,6.6791,0.27835,0.00825,False,0,,15.864,0.9488,1,False,False,1.2,,False,3.5993,True,False
8053,reverse,42,2.7,6.8852,0.13797,0.36925,False,0,,18.7585,0.6758,2,False,False,1.2,,True,1.8152,False,False
8054,forward,42,2.7,6.6409,0.17866,0.40484,True,2,1.5385,17.1705,0.2791,1,True,True,0.5,1.2563,False,2.4404,False,False
8055,reverse,42,2.7,5.6815,0.20005,0.04268,False,0,,18.0274,0.8333,2,False,False,1.2,,True,1.0203,False,False
8056,forward,42,2.7,6.525,0.18141,0.11031,False,2,1.8518,15.3348,0.5155,1,False,False,1.2,2.382,False,2.775,False,False
8057,reverse,42,2.7,6.5575,0.20348,0.66967,True,3,1.2633,18.4825,0.6417,2,False,False,1.2,1.6078,False,0.1492,False,False
8058,forward,42,2.7,5.6921,0.2033,0.02841,False,1,1.4167,14.9677,0.6661,1,False,False,1.2,2.5735,False,1.1945,False,False
8059,reverse,42,2.7,6.7022,0.09568,0.2992,False,0,,18.5418,0.5942,2,False,False,1.2,,False,2.6252,False,False
8060,forward,42,2.7,6.3446,0.08398,0.5536,True,0,,17.434,0.7268,1,True,True,0.5,,False,2.3711,False,False
8061,reverse,42,2.7,5.6099,0.1859,0.73127,False,1,1.3636,17.786,0.6447,2,False,False,1.2,1.6889,True,1.3181,False,False
8062,forward,42,2.7,6.8102,0.24777,0.39704,False,4,1.4105,15.7663,0.7697,1,False,False,1.2,1.2606,True,0.8726,False,False
8063,reverse,42,2.7,6.3545,0.20074,0.10485,False,1,1.1369,18.5335,0.8426,2,False,False,1.2,2.5279,True,0.1683,False,False
8064,forward,42,2.7,6.3638,0.18521,0.30076,False,2,1.5997,15.4445,0.7254,1,False,False,1.2,2.6683,False,4.1246,True,False
8065,reverse,42,2.7,6.2336,0.0664,0.56077,False,1,1.1743,18.3637,0.7621,2,False,False,1.2,2.3546,False,1.3984,False,False
8066,forward,42,2.7,6.7241,0.1247,0.04478,False,1,1.3181,15.7739,0.8307,1,False,False,1.2,1.224,False,0.4658,False,False
8067,reverse,42,2.7,5.5177,0.1401,0.4263,True,0,,18.0901,1.0169,2,False,False,1.2,,False,0.3612,False,False
8068,forward,42,2.7,6.6688,0.1302,0.71351,True,0,,17.632,0.7232,1,True,True,0.5,,False,2.9364,False,False
8069,reverse,42,2.7,7.0563,0.27813,0.79832,True,1,1.4665,19.2188,1.0099,2,False,False,1.2,1.8023,False,2.0715,False,False
8070,forward,42,2.7,6.163,0.07451,0.41737,False,0,,15.2013,0.607,1,False,False,1.2,,True,1.2672,False,False
8071,reverse,42,2.7,6.3695,0.07939,0.56034,False,1,1.6337,18.364,0.662,2,False,False,1.2,1.6103,False,0.1146,False,False
8072,forward,42,2.7,5.9438,0.23153,0.60838,True,2,1.3621,17.0773,0.6193,1,True,True,0.5,1.3232,False,4.4304,True,False
8073,reverse,42,2.7,6.7597,0.22018,0.56846,True,5,1.383,18.6921,0.7021,2,False,False,1.2,1.3531,True,0.2091,False,False
8074,forward,42,2.7,5.9946,0.2288,0.22355,False,2,1.4803,15.1248,0.6351,1,False,False,1.2,2.4551,True,1.1082,False,False
8075,reverse,42,2.7,6.5716,0.08942,0.12479,False,1,1.6441,18.6105,0.7594,2,False,False,1.2,1.6411,False,1.4448,False,False
8076,forward,42,2.7,6.755,0.27414,0.50399,True,3,1.3482,17.7686,0.8062,1,True,True,0.5,2.1768,False,4.9291,True,False
8077,reverse,42,2.7,5.8809,0.19914,0.06111,False,1,1.4831,18.1169,0.7757,2,False,False,1.2,2.0158,False,2.2964,False,False
8078,forward,42,2.7,6.7984,0.12176,0.68423,False,1,1.4124,15.4723,0.483,1,False,False,1.2,3.4311,True,2.1569,False,False
8079,reverse,42,2.7,6.5446,0.17608,0.4464,False,2,1.4473,18.6976,0.8664,2,False,False,1.2,1.3709,False,2.4715,False,False
8080,forward,42,2.7,5.9549,0.20994,0.31892,False,1,1.3398,15.1396,0.6747,1,False,False,1.2,2.6687,True,1.5856,False,False
8081,reverse,42,2.7,6.4977,0.07736,0.60724,False,2,1.0915,18.6148,0.8182,2,False,False,1.2,0.9362,True,2.3254,False,False
8082,forward,42,2.7,7.1101,0.2507,0.3258,False,1,1.471,15.9379,0.7549,1,False,False,1.2,1.4111,False,0.2669,False,False
8083,reverse,42,2.7,6.4473,0.24615,0.47996,True,0,,18.5777,0.8183,2,False,False,1.2,,False,1.701,False,False
8084,forward,42,2.7,5.8742,0.25439,0.07696,False,0,,15.5221,1.1073,1,False,False,1.2,,True,1.7771,False,False
8085,reverse,42,2.7,6.2958,0.2294,0.63398,True,1,1.1271,18.2002,0.5526,2,False,False,1.2,2.1296,False,0.2031,False,False
8086,forward,42,2.7,5.5287,0.08753,0.08064,False,0,,14.9017,0.7017,1,False,False,1.2,,False,2.7294,False,False
